# NICOPP Global Ocean Sediment Nitrogen Isotope Database
#----------------------------------------------------------------------- 
#               World Data Center for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# NOTE: Please cite original reference when using these data, 
# plus the Online Resource and date accessed.
#
#
# Online_Resource: http://hurricane.ncdc.noaa.gov/pls/paleox/f?p=519:1:::::P1_STUDY_ID:14114
#
# Original_Source_URL: ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleocean/nicopp/nicopp-coretop-data.txt
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Paleoceanography
#--------------------
# Contribution_Date
#	Date: 2013-03-12 
#--------------------
# Title
#	Study_Name: NICOPP Global Ocean Sediment Nitrogen Isotope Database
#--------------------
# Investigators
#	Investigators: Tesdal, J.-E.; Galbraith, E.D.; Kienast, M.
#--------------------
# Description_and_Notes
# 
# Nitrogen Cycle in the Ocean, Past and Present (NICOPP) database of global ocean marine sedimentary d15N measurements, 
# from both seafloor samples and subseafloor records.
#
# NICOPP is a joint working group of PAGES and IMAGES. NICOPP studies Nitrogen isotope (d15N) dynamics as recorded in 
# the sedimentary record in order to learn about the dynamics of the marine nutrient cycle in the Quaternary and the present. 
# For the seafloor compilation, d15N is given as point measurements along with the corresponding latitude and longitude. 
# Currently, it contains data from about 2,300 samples. The subseafloor compilation includes almost all bulk marine 
# sedimentary d15N records published in the literature. Along with the d15N measurements, we included the corresponding 
# sediment depth, a published age model (if available), nitrogen content (N%), total organic carbon content (Corg%), 
# and dry bulk density. There are currently about 140 d15N records included in the database. The timespans of the given 
# records range from a few hundred years to four million years.
#
# More information on NICOPP: http://www.pages-igbp.org/index.php/workinggroups/nicopp
#
#--------------------
# Publication
#	Authors: J.-E. Tesdal, E.D. Galbraith, and M. Kienast
#       Published_Date_or_YEAR: 2013-01-09
#	Published_Title: Nitrogen isotopes in bulk marine sediment: linking seafloor observations with subseafloor records
#	Journal_Name: Biogeosciences 
#	Volume: 10
#	Issue: 1
#	Pages: 101-118
#	DOI: 10.5194/bg-10-101-2013
#	Abstract: The stable isotopes of nitrogen offer a unique perspective on changes in the nitrogen cycle, past and present. However, the presence of multiple forms of nitrogen in marine sediments can complicate the interpretation of bulk nitrogen isotope measurements. Although the large-scale global patterns of seafloor d15N have been shown to match process-based expectations, small-scale heterogeneity on the seafloor, or alterations of isotopic signals during translation into the subseafloor record, could obscure the primary signals. Here, a public database of nitrogen isotope measurements is described, including both seafloor and subseafloor sediment samples ranging in age from modern to the Pliocene, and used to assess these uncertainties. In general, good agreement is observed between neighbouring seafloor sites within a 100 km radius, with 85% showing differences of < 1 per mil. There is also a good correlation between the d15N of the shallowest (< 5 ka) subseafloor sediments and neighbouring seafloor sites within a 100 km radius (R2 = 0.83), which suggests a reliable translation of sediments into the buried sediment record. Meanwhile, gradual d15N decreases over multiple glacial-interglacial cycles appear to reflect post-depositional alteration in records from the deep sea (below 2000 m). We suggest a simple conceptual model to explain these 100-kyr-timescale changes in well-oxygenated, slowly accumulating sediments, which calls on differential loss rates for pools of organic N with different d15N. We conclude that bulk sedimentary nitrogen isotope records are reliable monitors of past changes in the marine nitrogen cycle at most locations, and could be further improved with a better understanding of systematic post-depositional alteration. Furthermore, geochemical or environmental criteria should be developed in order to effectively identify problematic locations and to account for confounding influences where possible.
#
#---------------------
# Funding_Agency 
#	Funding_Agency_Name: 
#	Grant:  
#-------------------- 
# Site_Information 
#       Site_Name:  
#	Location:      
#	Country:  
#	Northernmost_Latitude:  
# 	Southernmost_Latitude:  
# 	Easternmost_Longitude:  
# 	Westernmost_Longitude:   
# 	Elevation:   m 
#------------------   
# Data_Collection  
#	Core_Name:  
#	First_Year:   
#	Last_Year:  
#	Time_Unit:   
#	Core_Length:    
#	Notes: 
#------------------
# Chronology 
#
# 
# 
#------------------
# Variables
# 
# End Description/Documentation (lines begin with #)
# Data lines follow (have no #)
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: material, error, units, anomaly, period, archive, detail, method, C or N for Character or Numeric data) 
# Data line format: tab-delimited text, variable short name as header
# 
## core_id	Core ID, , , , , , , , C
## water_depth_m	Water Depth, , , m, , , , , N
## lon 	Longitude, , , deg, , , , , N
## lat 	Latitude, , , deg, , , , , N
## d15N	delta N15, , , permil, , , , , N
## ocean	Ocean, , , , , , , , C
## reference	Author/Reference, , , , , , , , C
## tag	Acidified Tag, , , , , , , , C
#
#------------------
# Data:
# Missing_Values: NA
core_id		water_depth_m	lon	lat	d15N	ocean	reference	tag
GeoB 1008		3100	10.31880	-6.59400	6.870	SE Atlantic	Holmes et al. (1996)	
GeoB 1010		4474	7.41960	-7.42760	7.650	SE Atlantic	Holmes et al. (1996)	
GeoB 1011		73	13.66140	-11.80380	6.330	SE Atlantic	Holmes et al. (1996)	
GeoB 1012		99	13.59070	-11.80910	6.300	SE Atlantic	Holmes et al. (1996)	
GeoB 1013		250	13.44630	-11.79870	5.820	SE Atlantic	Holmes et al. (1996)	
GeoB 1014		701	13.30480	-11.78670	5.930	SE Atlantic	Holmes et al. (1996)	
GeoB 1016		3411	11.68190	-11.77050	7.800	SE Atlantic	Holmes et al. (1996)	
GeoB 1017		3809	10.54935	-11.74073	8.810	SE Atlantic	Holmes et al. (1996)	
GeoB 1020		110	11.54800	-17.16850	4.550	SE Atlantic	Holmes et al. (1996)	
GeoB 1023		1965	11.00960	-17.16190	5.430	SE Atlantic	Holmes et al. (1996)	
GeoB 1024		2802	10.68160	-17.16110	4.980	SE Atlantic	Holmes et al. (1996)	
GeoB 1025		3565	10.24170	-17.16500	5.480	SE Atlantic	Holmes et al. (1996)	
GeoB 1026		4601	8.90600	-17.16980	6.160	SE Atlantic	Holmes et al. (1996)	
GeoB 1028		2215	9.17770	-20.09930	7.060	SE Atlantic	Holmes et al. (1998)	
GeoB 1031		3103	7.10170	-21.88920	11.250	SE Atlantic	Holmes et al. (1998)	
GeoB 1032		2490	6.02670	-22.91330	11.810	SE Atlantic	Holmes et al. (1998)	
GeoB 1035		4450	5.03170	-21.60170	11.780	SE Atlantic	Holmes et al. (1998)	
GeoB 1704		399	11.61170	-19.40670	4.840	SE Atlantic	Holmes et al. (1998)	
GeoB 1705		647	11.38170	-19.50000	4.720	SE Atlantic	Holmes et al. (1998)	
GeoB 1706		980	11.17500	-19.56170	4.810	SE Atlantic	Holmes et al. (1998)	
GeoB 1707		1234	10.65500	-19.69500	4.730	SE Atlantic	Holmes et al. (1998)	
GeoB 1709		3837	10.75830	-23.58830	9.350	SE Atlantic	Holmes et al. (1998)	
GeoB 1710		2987	11.70330	-23.43000	8.130	SE Atlantic	Holmes et al. (1998)	
GeoB 1711		1964	12.37830	-23.31670	5.810	SE Atlantic	Holmes et al. (1998)	
GeoB 1712		1007	12.80330	-23.25500	5.430	SE Atlantic	Holmes et al. (1998)	
GeoB 1713		597	13.01500	-23.22000	5.450	SE Atlantic	Holmes et al. (1998)	
GeoB 1714		200	13.54170	-23.13670	5.880	SE Atlantic	Holmes et al. (1998)	
GeoB 1715		4097	11.63670	-26.47670	9.790	SE Atlantic	Holmes et al. (1998)	
GeoB 1716		1481	14.00500	-27.95500	7.820	SE Atlantic	Holmes et al. (1998)	
GeoB 1717		603	14.42330	-28.20830	6.540	SE Atlantic	Holmes et al. (1998)	
GeoB 1718		167	15.21000	-28.70830	5.900	SE Atlantic	Holmes et al. (1998)	
GeoB 1719		1024	14.17330	-28.92500	6.220	SE Atlantic	Holmes et al. (1998)	
GeoB 1720		2011	13.82830	-29.00000	7.980	SE Atlantic	Holmes et al. (1998)	
GeoB 1721		3079	13.08830	-29.17500	9.370	SE Atlantic	Holmes et al. (1998)	
GeoB 1722		3971	11.75000	-29.44830	8.230	SE Atlantic	Holmes et al. (1998)	
GeoB 1724		5102	8.04170	-29.97170	9.260	SE Atlantic	Holmes et al. (1998)	
GeoB 1726		1006	3.26170	-30.27000	10.460	SE Atlantic	Holmes et al. (1998)	
GeoB 1728		2887	2.40670	-29.83830	10.810	SE Atlantic	Holmes et al. (1998)	
GeoB 1729		4401	1.00170	-28.89170	11.640	SE Atlantic	Holmes et al. (1998)	
GeoB 1027		2668	9.13833	-19.65575	7.241	S Atlantic	Holmes et al. (2004)	
GeoB 1029		3414	8.22880	-21.06500	10.591	S Atlantic	Holmes et al. (2004)	
GeoB 1034		3731	5.43000	-21.72167	11.727	S Atlantic	Holmes et al. (2004)	
GeoB 1036		5071	3.32167	-21.18667	8.331	S Atlantic	Holmes et al. (2004)	
GeoB 1105		3231	347.57167	-1.66500	8.990	S Atlantic	Holmes et al. (2004)	
GeoB 1106		2471	347.44833	-1.76000	8.474	S Atlantic	Holmes et al. (2004)	
GeoB 1113		2373	348.96500	-5.74500	8.251	S Atlantic	Holmes et al. (2004)	
GeoB 1118		4675	343.56833	-3.56000	9.688	S Atlantic	Holmes et al. (2004)	
GeoB 1119		5213	341.62167	-2.99833	9.576	S Atlantic	Holmes et al. (2004)	
GeoB 1120		7622	341.49667	-0.22833	8.185	S Atlantic	Holmes et al. (2004)	
GeoB 1404		3988	349.22000	-0.08000	4.792	S Atlantic	Holmes et al. (2004)	
GeoB 1405		4354	348.86000	1.79000	6.641	S Atlantic	Holmes et al. (2004)	
GeoB 1501		4258	327.98833	-3.68167	8.007	S Atlantic	Holmes et al. (2004)	
GeoB 1503		2298	329.35167	2.31000	6.776	S Atlantic	Holmes et al. (2004)	
GeoB 1504		2980	328.71333	2.28833	6.915	S Atlantic	Holmes et al. (2004)	
GeoB 1505		3703	326.99333	2.27333	6.799	S Atlantic	Holmes et al. (2004)	
GeoB 1508		3685	325.97500	5.33333	5.847	S Atlantic	Holmes et al. (2004)	
GeoB 1515		3125	316.33500	4.23833	5.669	S Atlantic	Holmes et al. (2004)	
GeoB 1704		399	11.61167	-19.40667	4.480	S Atlantic	Holmes et al. (2004)	
GeoB 1705		647	11.38167	-19.50000	4.720	S Atlantic	Holmes et al. (2004)	
GeoB 1706		980	11.17500	-19.56167	4.810	S Atlantic	Holmes et al. (2004)	
GeoB 1707		1234	10.65500	-19.69500	4.730	S Atlantic	Holmes et al. (2004)	
GeoB 1808		3364	350.60000	-5.80000	8.379	S Atlantic	Holmes et al. (2004)	
GeoB 1809		5517	334.38000	-4.05000	9.164	S Atlantic	Holmes et al. (2004)	
GeoB 1904		3041	346.18000	-13.88000	9.331	S Atlantic	Holmes et al. (2004)	
GeoB 1906		2843	346.25000	-18.22000	9.228	S Atlantic	Holmes et al. (2004)	
GeoB 1907		3382	350.91000	-15.13000	9.991	S Atlantic	Holmes et al. (2004)	
GeoB 2016		3387	358.70000	-31.91000	10.276	S Atlantic	Holmes et al. (2004)	
GeoB 2018		4237	353.45000	-34.67000	8.219	S Atlantic	Holmes et al. (2004)	
GeoB 2022		4016	339.09000	-34.44000	7.899	S Atlantic	Holmes et al. (2004)	
GeoB 2102		1805	318.80000	-23.98000	6.250	S Atlantic	Holmes et al. (2004)	
GeoB 2104		1505	313.62000	-27.29000	5.462	S Atlantic	Holmes et al. (2004)	
GeoB 2105		202	313.26000	-26.74000	6.593	S Atlantic	Holmes et al. (2004)	
GeoB 2106		502	313.50000	-27.10000	6.218	S Atlantic	Holmes et al. (2004)	
GeoB 2107		1052	313.54000	-27.18000	6.119	S Atlantic	Holmes et al. (2004)	
GeoB 2108		1991	313.77000	-27.49000	7.187	S Atlantic	Holmes et al. (2004)	
GeoB 2116		4164	324.00000	-25.51000	7.126	S Atlantic	Holmes et al. (2004)	
GeoB 2117		4047	323.35000	-23.04000	6.964	S Atlantic	Holmes et al. (2004)	
GeoB 2118		3482	321.98000	-22.09000	6.245	S Atlantic	Holmes et al. (2004)	
GeoB 2119		2958	321.45000	-21.73000	5.945	S Atlantic	Holmes et al. (2004)	
GeoB 2125		1542	320.14000	-20.82000	6.636	S Atlantic	Holmes et al. (2004)	
GeoB 2215		3712	336.51000	0.00833	7.493	S Atlantic	Holmes et al. (2004)	
PS1750		4753	12.18833	-42.69500	6.400	S Atlantic	Holmes et al. (2004)	
PS1752		4507	9.60833	-45.62000	6.300	S Atlantic	Holmes et al. (2004)	
PS1769		3230	4.45833	-51.38833	5.200	S Atlantic	Holmes et al. (2004)	
PS1770		2689	5.18833	-53.14000	4.400	S Atlantic	Holmes et al. (2004)	
PS1771		1811	3.78000	-53.75833	4.300	S Atlantic	Holmes et al. (2004)	
PS1772		4136	1.16667	-55.45833	5.500	S Atlantic	Holmes et al. (2004)	
PS1775		2516	352.49833	-50.95167	5.500	S Atlantic	Holmes et al. (2004)	
PS1776		3161	351.23167	-49.72833	5.600	S Atlantic	Holmes et al. (2004)	
PS1778		3361	347.29667	-49.01000	5.500	S Atlantic	Holmes et al. (2004)	
PS1780		4258	344.72667	-51.68333	6.200	S Atlantic	Holmes et al. (2004)	
PS1782		5016	341.39000	-55.19000	5.300	S Atlantic	Holmes et al. (2004)	
PS2491		4323	5.97000	-44.95500	5.600	S Atlantic	Holmes et al. (2004)	
PS2492		4197	355.94833	-43.17500	6.900	S Atlantic	Holmes et al. (2004)	
PS2493		4174	353.97833	-42.89167	6.500	S Atlantic	Holmes et al. (2004)	
PS2494		3324	347.66000	-41.69000	7.200	S Atlantic	Holmes et al. (2004)	
PS2496		3518	345.36500	-42.98667	6.100	S Atlantic	Holmes et al. (2004)	
PS2498		3782	345.77167	-44.15333	6.400	S Atlantic	Holmes et al. (2004)	
PS2499		3176	344.66667	-46.51167	5.700	S Atlantic	Holmes et al. (2004)	
PS2500		3364	344.57667	-47.62000	5.700	S Atlantic	Holmes et al. (2004)	
PS2501		4043	338.61333	-49.40333	5.900	S Atlantic	Holmes et al. (2004)	
PS2502		4462	336.77833	-50.23833	5.000	S Atlantic	Holmes et al. (2004)	
PS2503		4473	335.68333	-50.75000	5.900	S Atlantic	Holmes et al. (2004)	
PS2504		4765	335.49333	-50.83500	4.800	S Atlantic	Holmes et al. (2004)	
PS2505		1854	334.52833	-51.18667	4.000	S Atlantic	Holmes et al. (2004)	
PS2508		3394	333.46667	-51.66833	4.900	S Atlantic	Holmes et al. (2004)	
PS2509		4454	333.11333	-52.07000	5.400	S Atlantic	Holmes et al. (2004)	
PS2511		2896	329.60667	-55.32833	4.300	S Atlantic	Holmes et al. (2004)	
PS2512		4800	326.36833	-54.40000	4.500	S Atlantic	Holmes et al. (2004)	
PS2513		2563	316.99167	-53.71000	4.400	S Atlantic	Holmes et al. (2004)	
PS2514		2542	316.23333	-53.66667	3.600	S Atlantic	Holmes et al. (2004)	
PS2515		3471	314.70667	-53.54500	5.100	S Atlantic	Holmes et al. (2004)	
PS2557		3371	21.78400	-36.95500	7.300	S Atlantic	Holmes et al. (2004)	
PS2558		5243	23.66600	-38.49300	6.200	S Atlantic	Holmes et al. (2004)	
PS2560		2641	25.58800	-40.58000	6.900	S Atlantic	Holmes et al. (2004)	
PS2562		5204	31.58700	-43.18700	5.900	S Atlantic	Holmes et al. (2004)	
PS2563		3515	34.79300	-44.56300	5.000	S Atlantic	Holmes et al. (2004)	
PS2564		3032	35.90167	-45.13300	5.500	S Atlantic	Holmes et al. (2004)	
PS2565		3682	36.20600	-47.00100	5.300	S Atlantic	Holmes et al. (2004)	
PS2567		4101	6.23667	-46.93500	6.900	S Atlantic	Holmes et al. (2004)	
PS2568		3971	5.75800	-50.21500	5.200	S Atlantic	Holmes et al. (2004)	
PS2569		3333	5.59500	-51.26300	5.800	S Atlantic	Holmes et al. (2004)	
PS2570		2575	1.28300	-52.33000	5.800	S Atlantic	Holmes et al. (2004)	
PS2572		2561	356.64667	-54.38000	5.100	S Atlantic	Holmes et al. (2004)	
PS2574		4669	356.95667	-57.98500	5.800	S Atlantic	Holmes et al. (2004)	
PS2576		5377	359.45900	-60.36200	6.400	S Atlantic	Holmes et al. (2004)	
PS2577		5349	2.19500	-61.22000	6.600	S Atlantic	Holmes et al. (2004)	
PS2578		5319	5.05300	-62.11700	5.800	S Atlantic	Holmes et al. (2004)	
PS2579		5324	7.77300	-62.96300	5.000	S Atlantic	Holmes et al. (2004)	
PS2580		4874	8.17167	-64.39833	5.200	S Atlantic	Holmes et al. (2004)	
PS2581		4270	9.15667	-65.79700	5.700	S Atlantic	Holmes et al. (2004)	
PS2582		3032	9.92667	-67.21700	5.800	S Atlantic	Holmes et al. (2004)	
PS2583		2692	10.72400	-68.58500	6.100	S Atlantic	Holmes et al. (2004)	
PS2587		2335	12.85700	-68.71800	5.600	S Atlantic	Holmes et al. (2004)	
PS2588		4075	20.51000	-67.53800	5.300	S Atlantic	Holmes et al. (2004)	
PS2589		4641	24.97700	-66.00200	4.700	S Atlantic	Holmes et al. (2004)	
PS2600		5056	34.52700	-63.18300	4.800	S Atlantic	Holmes et al. (2004)	
PS2601		5194	35.68200	-61.72800	6.500	S Atlantic	Holmes et al. (2004)	
PS2602		5293	36.58200	-60.37500	6.400	S Atlantic	Holmes et al. (2004)	
PS2603		5282	37.61500	-58.95000	6.000	S Atlantic	Holmes et al. (2004)	
PS2604		5083	38.59000	-57.59800	5.700	S Atlantic	Holmes et al. (2004)	
PS2605		2996	39.92200	-54.65700	3.700	S Atlantic	Holmes et al. (2004)	
PS2606		2552	40.86800	-53.22000	3.900	S Atlantic	Holmes et al. (2004)	
PS2611		4261	38.82667	-49.50500	5.400	S Atlantic	Holmes et al. (2004)	
CK05-04 C9002A		1179	142.20055	41.18367	5.350	NW Pacific	Horikawa (unpublished)	
KH98-3 CM4		3240	145.85000	42.40000	5.400	NW Pacific	Horikawa (unpublished)	
FC4			234.84000	49.07100	4.500	Effingham Inlet	Ivanochko (unpublished)	
MD 01-2386		2816	129.790	1.130	7.960	WEP	Jia and Li (2011)	
MD 01-2392		1966	110.210	9.850	5.190	WEP	Jia and Li (2011)	
10		70	121.01000	26.51000	3.900	Taiwan	Kao et al. (2003)	
11		72	121.17000	26.50000	3.500	Taiwan	Kao et al. (2003)	
12		78	121.33000	26.50000	3.900	Taiwan	Kao et al. (2003)	
13		135	121.68000	25.67000	4.100	Taiwan	Kao et al. (2003)	acidified
14		49	122.95000	30.67000	4.200	Taiwan	Kao et al. (2003)	
15		36	124.50000	32.00000	4.500	Taiwan	Kao et al. (2003)	
16		51	125.31000	32.00000	5.100	Taiwan	Kao et al. (2003)	
17		37	123.51000	32.00000	3.900	Taiwan	Kao et al. (2003)	
18		60	125.78000	31.63000	5.000	Taiwan	Kao et al. (2003)	
19		39	123.99000	31.50000	4.500	Taiwan	Kao et al. (2003)	
20		44	125.00000	31.50000	4.500	Taiwan	Kao et al. (2003)	
21		67	126.06000	31.43000	4.500	Taiwan	Kao et al. (2003)	
22		86	126.60000	31.06000	5.100	Taiwan	Kao et al. (2003)	
23		47	124.50000	31.00000	5.200	Taiwan	Kao et al. (2003)	
24		56	123.33000	31.00000	4.200	Taiwan	Kao et al. (2003)	
25		55	125.00000	31.00000	4.800	Taiwan	Kao et al. (2003)	
26		96	127.01000	30.71000	4.600	Taiwan	Kao et al. (2003)	
27		53	124.71000	30.66000	4.200	Taiwan	Kao et al. (2003)	
28		54	123.50000	30.51000	3.800	Taiwan	Kao et al. (2003)	
29		50	124.00000	30.50000	4.600	Taiwan	Kao et al. (2003)	acidified
30		128	127.55000	30.29000	4.800	Taiwan	Kao et al. (2003)	
31		69	125.40000	30.24000	4.000	Taiwan	Kao et al. (2003)	
32		62	124.50000	30.00000	4.300	Taiwan	Kao et al. (2003)	
33		64	123.50000	30.00000	4.300	Taiwan	Kao et al. (2003)	
35		60	124.12000	29.73000	4.600	Taiwan	Kao et al. (2003)	
36		70	124.38000	29.58000	4.900	Taiwan	Kao et al. (2003)	
37		100	126.44000	29.53000	4.900	Taiwan	Kao et al. (2003)	acidified
38		85	125.00000	29.50000	4.500	Taiwan	Kao et al. (2003)	
40		73	124.00000	29.49000	4.700	Taiwan	Kao et al. (2003)	
41		74	124.65000	29.41000	4.200	Taiwan	Kao et al. (2003)	
42		78	125.15000	29.05000	4.700	Taiwan	Kao et al. (2003)	
43		390	127.20000	29.03000	5.000	Taiwan	Kao et al. (2003)	acidified
44		67	123.51000	29.00000	4.100	Taiwan	Kao et al. (2003)	
45		81	124.50000	29.00000	4.800	Taiwan	Kao et al. (2003)	
46		85	125.44000	28.89000	4.200	Taiwan	Kao et al. (2003)	
47		85	125.68000	28.72000	3.800	Taiwan	Kao et al. (2003)	acidified
48		67	123.50000	28.51000	4.000	Taiwan	Kao et al. (2003)	
49		114	126.20000	28.38000	4.000	Taiwan	Kao et al. (2003)	acidified
50		84	124.17000	28.28000	4.900	Taiwan	Kao et al. (2003)	
51		104	124.74000	28.01000	4.900	Taiwan	Kao et al. (2003)	acidified
52		101	125.30000	27.73000	4.900	Taiwan	Kao et al. (2003)	
53		82	122.83000	27.68000	4.500	Taiwan	Kao et al. (2003)	
54		123	125.85000	27.45000	6.100	Taiwan	Kao et al. (2003)	
55		330	126.09000	27.38000	5.300	Taiwan	Kao et al. (2003)	acidified
56		104	123.38000	27.35000	5.200	Taiwan	Kao et al. (2003)	
58		121	124.01000	27.00000	5.100	Taiwan	Kao et al. (2003)	
67		107	122.50000	26.00000	6.300	Taiwan	Kao et al. (2003)	acidified
72		52	121.91000	24.71000	4.100	Taiwan	Kao et al. (2003)	
73		115	121.93000	24.58000	3.900	Taiwan	Kao et al. (2003)	
74		137	122.52000	25.32000	3.700	Taiwan	Kao et al. (2003)	
75		380	122.17000	25.35000	4.000	Taiwan	Kao et al. (2003)	
76		574	122.85000	25.46000	3.600	Taiwan	Kao et al. (2003)	
77		786	123.01000	25.53000	3.800	Taiwan	Kao et al. (2003)	
78		814	123.34000	25.66000	4.100	Taiwan	Kao et al. (2003)	
79		824	122.35000	25.00000	4.200	Taiwan	Kao et al. (2003)	
80		831	122.85000	25.25000	3.600	Taiwan	Kao et al. (2003)	acidified
81		846	123.34000	25.54000	4.000	Taiwan	Kao et al. (2003)	acidified
82		886	122.90000	25.38000	3.800	Taiwan	Kao et al. (2003)	acidified
83		974	122.36000	25.37000	3.900	Taiwan	Kao et al. (2003)	acidified
84		1303	122.56000	25.17000	3.500	Taiwan	Kao et al. (2003)	acidified
85		1420	123.01000	24.66000	3.800	Taiwan	Kao et al. (2003)	acidified
86		1630	123.03000	25.35000	3.900	Taiwan	Kao et al. (2003)	acidified
01		42	122.67000	31.33000	4.100	Taiwan	Kao et al. (2003)	
02		38	122.67000	31.17000	3.600	Taiwan	Kao et al. (2003)	
03		32	122.83000	31.00000	3.800	Taiwan	Kao et al. (2003)	
04		48	122.84000	30.01000	4.500	Taiwan	Kao et al. (2003)	
05		40	122.51000	29.49000	4.300	Taiwan	Kao et al. (2003)	
06		45	122.35000	29.01000	4.400	Taiwan	Kao et al. (2003)	
07		45	122.18000	28.53000	4.000	Taiwan	Kao et al. (2003)	
08		48	122.01000	28.00000	4.100	Taiwan	Kao et al. (2003)	
09		55	121.76000	27.50000	4.300	Taiwan	Kao et al. (2003)	
MOANAWAVE GGC 01		4203	117.49833	14.00500	4.740	South China Sea	Kienast (2000)	
MOANAWAVE GGC 02		4010	117.67500	13.60833	4.600	South China Sea	Kienast (2000)	
MOANAWAVE GGC 03		3725	117.80667	13.26000	6.120	South China Sea	Kienast (2000)	
MOANAWAVE GGC 04		3530	117.92667	12.65000	6.650	South China Sea	Kienast (2000)	
MOANAWAVE GGC 05		3185	117.91667	12.31667	6.650	South China Sea	Kienast (2000)	
MOANAWAVE GGC 06		2975	118.06500	12.15167	6.250	South China Sea	Kienast (2000)	
MOANAWAVE GGC 07		990	118.48167	10.99167	5.140	South China Sea	Kienast (2000)	
MOANAWAVE GGC 08		1305	118.71000	11.57667	4.760	South China Sea	Kienast (2000)	
MOANAWAVE GGC 09		1465	118.63167	11.62833	5.270	South China Sea	Kienast (2000)	
MOANAWAVE GGC 10		1605	118.50833	11.72333	5.430	South China Sea	Kienast (2000)	
MOANAWAVE GGC 11		2165	118.33167	11.88667	5.720	South China Sea	Kienast (2000)	
MOANAWAVE GGC 12		2495	118.21333	11.93167	5.920	South China Sea	Kienast (2000)	
MOANAWAVE GGC 13		990	118.29000	10.60000	4.380	South China Sea	Kienast (2000)	
MOANAWAVE GGC 14		825	116.41670	7.70000	3.800	South China Sea	Kienast (2000)	
MOANAWAVE GGC 15		1740	116.23330	7.85000	4.100	South China Sea	Kienast (2000)	
MOANAWAVE GGC 16		2820	116.03000	7.59000	4.310	South China Sea	Kienast (2000)	
MOANAWAVE GGC 17		2920	115.39000	7.60000	4.310	South China Sea	Kienast (2000)	
MOANAWAVE GGC 18		2295	116.11670	7.88330	5.150	South China Sea	Kienast (2000)	
MOANAWAVE GGC 19		1835	116.16670	7.81670	4.730	South China Sea	Kienast (2000)	
SO115 GIK18249		133	108.92475	9.39913	4.000	South China Sea	Kienast (2000)	
SO115 GIK18250		148	108.97375	9.39872	4.020	South China Sea	Kienast (2000)	
SO115 GIK18252		1277	109.39032	9.24948	4.830	South China Sea	Kienast (2000)	
SO115 GIK18253		1479	109.50000	9.39555	4.000	South China Sea	Kienast (2000)	
SO115 GIK18260		74	108.34078	9.39992	4.110	South China Sea	Kienast (2000)	
SO115 GIK18265		47	107.75000	9.38750	5.260	South China Sea	Kienast (2000)	
SO115 GIK18266		47	107.74167	9.38000	3.680	South China Sea	Kienast (2000)	
SO115 GIK18277		133	109.93830	4.93925	4.700	South China Sea	Kienast (2000)	
SO115 GIK18284		226	110.54000	5.54167	4.010	South China Sea	Kienast (2000)	
SO115 GIK18294		846	111.30303	6.13010	5.350	South China Sea	Kienast (2000)	
SO115 GIK18300		94	108.65352	4.36283	4.130	South China Sea	Kienast (2000)	
SO115 GIK18314		100	108.99117	3.99167	4.890	South China Sea	Kienast (2000)	
SO115 GIK18321		109	107.42217	2.30833	4.810	South China Sea	Kienast (2000)	
SO115 GIK18323		92	107.88667	2.78333	4.310	South China Sea	Kienast (2000)	
SO140 GIK18376		89.6	108.10700	7.08783	3.710	South China Sea	Kienast (2000)	
SO140 GIK18391		122.4	108.82650	9.56600	4.430	South China Sea	Kienast (2000)	
SO140 GIK18401		134	109.53500	12.21500	4.050	South China Sea	Kienast (2000)	
SO140 GIK18404		169	109.56117	13.50167	5.210	South China Sea	Kienast (2000)	
SO140 GIK18409		40	108.67983	15.68667	4.340	South China Sea	Kienast (2000)	
SO140 GIK18414		20.7	108.96300	15.09717	4.200	South China Sea	Kienast (2000)	
SO140 GIK18416		62.7	109.14950	15.03717	5.560	South China Sea	Kienast (2000)	
SO140 GIK18425		95.2	108.47183	16.57550	4.590	South China Sea	Kienast (2000)	
SO95 GIK17920-1		2507	119.75167	14.58500	3.460	South China Sea	Kienast (2000)	
SO95 GIK17921-1		2507	119.53833	14.91167	3.550	South China Sea	Kienast (2000)	
SO95 GIK17922-1		4221	117.45833	15.41667	4.360	South China Sea	Kienast (2000)	
SO95 GIK17924-1		3438	118.84667	19.41167	5.290	South China Sea	Kienast (2000)	
SO95 GIK17925-2		2980	119.04667	19.85167	5.190	South China Sea	Kienast (2000)	
SO95 GIK17926-2		3761	118.73333	19.00000	4.480	South China Sea	Kienast (2000)	
SO95 GIK17927-1		2800	119.45333	17.25000	4.180	South China Sea	Kienast (2000)	
SO95 GIK17928-2		2486	119.74500	18.27167	5.630	South China Sea	Kienast (2000)	
SO95 GIK17930-1		629	115.78167	20.33333	4.360	South China Sea	Kienast (2000)	
SO95 GIK17931-1		1005	115.96333	20.10000	6.050	South China Sea	Kienast (2000)	
SO95 GIK17932-1		1365	116.03833	19.95000	5.560	South China Sea	Kienast (2000)	
SO95 GIK17933-2		1972	116.22667	19.53333	5.210	South China Sea	Kienast (2000)	
SO95 GIK17934-1		2665	116.46167	19.03167	5.460	South China Sea	Kienast (2000)	
